FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,Region0R,Region1G
1088,4381.569568,0,80001018.82,0.003921569,0.003921569
1089,4381.632064,4,80001078.82,0.034356694,0.628877451
1090,4381.69456,1,80001138.82,0.022077801,0.017566789
1091,4381.757056,0,80001198.82,0.003921569,0.003921569
1092,4381.819552,0,80001268.82,0.003921569,0.003921569
1093,4381.882048,0,80001328.81,0.003921569,0.003921569
1094,4381.944576,0,80001388.83,0.003921569,0.003921569
1095,4382.007072,0,80001448.83,0.003921569,0.003921569
1096,4382.069568,0,80001518.82,0.003921569,0.003921569
1097,4382.132064,0,80001578.82,0.003921569,0.003921569
1098,4382.19456,0,80001638.82,0.004028273,0.003921569
1099,4382.257056,0,80001698.83,0.003868574,0.003921569
1100,4382.319552,0,80001768.83,0.003921569,0.003921569
1101,4382.38208,0,80001828.83,0.003921569,0.003921569
1102,4382.444576,0,80001888.83,0.003921569,0.003921569
1103,4382.507072,0,80001948.83,0.003921569,0.003921569
1104,4382.569568,0,80002018.83,0.003921569,0.003921569
1105,4382.632064,4,80002078.84,0.033945631,0.628896446
1106,4382.69456,1,80002138.82,0.022075653,0.01758027
1107,4382.757056,0,80002198.83,0.003921569,0.003921569
1108,4382.819584,0,80002268.83,0.003921569,0.003921569
1109,4382.88208,0,80002328.84,0.003868574,0.003921569
1110,4382.944576,0,80002388.83,0.003921569,0.003921569
1111,4383.007072,0,80002448.83,0.003921569,0.003921569
1112,4383.069568,0,80002518.84,0.003921569,0.003921569
1113,4383.132064,0,80002578.83,0.003921569,0.003921569
1114,4383.19456,0,80002638.84,0.00402326,0.003921569
1115,4383.257056,0,80002698.85,0.003923001,0.003921569
1116,4383.319584,0,80002768.83,0.003921569,0.003921569
1117,4383.38208,0,80002828.85,0.003921569,0.003921569
1118,4383.444576,0,80002888.84,0.003921569,0.003921569
1119,4383.507072,0,80002948.84,0.003868574,0.003921569
1120,4383.569568,0,80003018.84,0.003921569,0.003921569
1121,4383.632064,4,80003078.84,0.034382475,0.628795956
1122,4383.69456,1,80003138.84,0.022052736,0.017658701
1123,4383.757056,0,80003198.85,0.003921569,0.003921569
1124,4383.819584,0,80003268.85,0.003921569,0.003921569
1125,4383.882048,0,80003328.85,0.003921569,0.003921569
1126,4383.944576,0,80003388.85,0.003921569,0.003921569
1127,4384.007072,0,80003448.85,0.003921569,0.003921569
1128,4384.069568,0,80003518.85,0.003921569,0.003921569
1129,4384.132064,0,80003578.85,0.003868574,0.003921569
1130,4384.19456,0,80003638.86,0.004018963,0.003921569
1131,4384.257056,0,80003698.86,0.003923717,0.003921569
1132,4384.319552,0,80003768.86,0.003921569,0.003921569
1133,4384.38208,0,80003828.86,0.003921569,0.003921569
1134,4384.444576,0,80003888.85,0.003921569,0.003921569
1135,4384.507072,0,80003948.85,0.003921569,0.003921569
1136,4384.569568,0,80004018.86,0.003921569,0.003921569
1137,4384.632064,4,80004078.86,0.034388204,0.629044118
1138,4384.69456,1,80004138.85,0.022047723,0.017654412
1139,4384.757056,0,80004198.86,0.003868574,0.003921569
1140,4384.819552,0,80004268.86,0.003921569,0.003921569
1141,4384.88208,0,80004328.87,0.003921569,0.003921569
1142,4384.944576,0,80004388.86,0.003921569,0.003921569
1143,4385.007072,0,80004448.86,0.003921569,0.003921569
1144,4385.069568,0,80004510.88,0.003921569,0.003921569
1145,4385.132064,0,80004580.9,0.003921569,0.003921569
1146,4385.19456,0,80004640.89,0.004026125,0.003921569
1147,4385.257056,0,80004700.88,0.003921569,0.003921569
1148,4385.319584,0,80004760.9,0.003921569,0.003921569
1149,4385.38208,0,80004830.89,0.003868574,0.003921569
1150,4385.444576,0,80004890.89,0.003921569,0.003921569
